Tweetler,Duygu Analizi
nerde bokluk bize bulur  d hallolur umarım kardeşim    başvuruyu ayda değerlendirir  göveren ,0
 hayatsız göveren   başkasını yalıyorsun allah in hanzosu götü boklu ,0
 atatürk  lag eden insanlar tepeden tırnağa `` göveren   sizce desene  dostum sevmek zorunda değilsin saygı duyuyorum  orospu çocukluğunun alemi  demi sende şike şike saygı duyacaksın  yunanın fransızın ingilizin elinden aldığı ülkede yaşayalım ,0
göveren gelmiş diyor    islam düşmanlığı manevi değer diyorum  kültür turizm abi,0
 göveren,0
  göveren bilen var ,0
toplumsal  sorun  aktif gay pasif gay  toplumsal tepki toplamaz s çiyim der geçer  pasif gay göveren olarak anılır  pasif gay toplum  kadınla eşdeğer  `` değersiz der   erkek   sex yapar erkek ``   `` orospu olur,0
levent göveren  çağırır,0
drecks h ndesöhne die night binken amk  fast mit sinem reingefahren orospusu  piç  arabam gidiyordu göveren,0
sikik denir yavşak denir  denir göveren denir denir desene denir,0
gay vize veren   gay olan birine   göveren  kelimeler kullanmak  kullanan kişi desene  ,0
 vekil  yiyici  vekil  olur mk  okul terk  göveren,0
napiyonuz  göveren köpekler footfetişh socksfetişh pıssın master slave,0
yılından   ücretli öğretmenim   milli eğitim bakanı  görev yaptım  hala sosyal güvence bekliyorum yi,1
 aynı sokağın çocuklarıyız herkese kendisi meşrebince söveceğim      kunduz,1
 işlerde iyiyim diyelim,1
 yaşamaktan   seçim kalmıyor bana kanımda tortu halinde umutlar dolaşıyor kalbim acılarla seyrelen  elek,1
allahın adaleti şaşmaz,1
kral  eco  desene jeton bize desene aydınlatır mısın,1
harbiden büyük şovmensin ,1
diviti attı zannettim çevremde  dakka hannendi olan   aloooooğğğğğğ,1
kusura bakma  güldüremedik ,1
 yazar ülkesine tarihine sosyolojisine    yabancı kalır   ülkesine  yabancıların gözüyle bakar,1
 olacak göz göze geldiğimizde sarılıp alnımdan öpecek mısın,1
 olaydan büyük  ders çıkardım  geride bıraktım   güzellikler benimle,1
takma saç takip saçlarımın  haliyle aşk yaşadım saç uzatma duası  bilen var ,1
biliyorum kıskanıyorsunuz kaliteli hayatımı mutluluğumu huzurlu oluşumu biliyorum,1
 sevdiğim birine kızmışımdır,1
penaltı kazanıyor atıyor amk yapsın kaçırsın ,0
basının belası olayım ,1
temmuz  milletin darbelere darbecilere vesayetçilere terör örgütlerine attığı tokadın sembolüdür,1
arapların bize adam  koydukları  ,1
 saçın telif hakkı rıdvan dilmen desene bulunuyor ondan izin alman lazım,1
çovid sohbete katıldı jxxfhjhg,1
 şeyden nefret ediyorum mod ,1
 valörant oyunu çökse,1
kazakistan  salgının artış göstermesi sonrası büyükelçi abdal saparbeküly in tarafımıza yönelttiği destek talebine  kalmadı,1
chp trabzon m vekili ahmet kaya diyor  başakşehir   yardım ediyor meclis  `` araştırma komisyonu kurulması ,1
illa birini  seçmek gerekiyor bilemedim ,1
paramparça söyleyemediklerim ağzımda,1
muvaffakiyetsizleştiricileştiriveremeyebileceklerimizdenmişsinizcesine,1
bindallı kemikleşme,1
 arkadaşlar  zihniyetle   derde deva  olacaklar   yaptıkları  işi  kazanmak ,1
chelsea taraftarının uğurcan çakır haberinin  twitter  yaptıkları yorumlar baya    olumlu,1
mekanı cennet olsun hakkını vermeyen insanlar utansın eyt mağdurları allaha emanet olun,1
   konumuz   değerli  şey  abi picemiyeti,1
çocuk işçiler çocuk gelinler çıkıyor içimizden babalarımızdan görebiliriz   örneği   kendimizden  dai,1
aşık olmaktan yorulacaksın,1
yıldır  ülkede yolsuzluk ırkçılık din tüccarlığı adam kayırma paralel yapılanma kanunsuzluk adaletsizlik yalancılık ayrımcılık burjuvaya saygı duyup işçiye nankörlük faşizm ekonomik kriz halkına itaatsizlik eğitimde eşitsizlik yaratanlara yapanlara,1
müekkid  çöpe atacaim poşete   hahhah,1
temel desene duru  yapıştırmış zıvanayı,1
 yemek yemeyi unuttum ajssj,1
olaya bakın idlib desene  çovid vakası  tespit edildi hasta bab al hala hastanesinde çalışan suriyeli  doktor,1
aradığımı büyüdüm,1
dişlikle lara kredileri keserek ceza veremezsiniz,1
varoşsun,0
 yorulduk hocam  emeklerimizin karşılığını verin,1
beni  tanımıyorsan  eleştirme hakkına sahip değilsin b marley,1
teşekkür ederim bana inandığınız  bize  hissettiği   belli  bizim desteğimizi yanına alarak mücadele ettiğiniz ,1
tweety'den  malım  pişkin insanı  affediyorum,1
 konuşmasın   allah rahmet eylesin mekanı cennet olsun ailesine sabır versin başımız sağolsun,1
sodaya yetişsek iyiydi kayıncımla,1
 sol seride geçtikten  sol sinyali yanmaya  eden araç sürücüleri gibiyim sol beni kesmiyor  sol şeyler istiyorum,1
bunu arabistanda  yapmazlar  şaka  ,1
  lu oylama olacakmış yasin gider ,1
  insanları severdim,1
  fizikler allah kahretsin   yeter ,0
mutlu akşamlar good evening,1
 şehirden nefret ediyorum  izmir  desene balıkesir atom bombası olsa    atarım djkd,0
yüzleşme geliyooo,1
bizde desene  geliyordum  xgocphhç,1
beni    yordum,1
  mutluyum anlatamam,1
ülkenin bankalarından  dolar  kredi çektin desene ödemedin murat ülker kime rüşvet verdin  pahalı ürünün tl olan  şirket   dolar bankalara borcu olur,1
insanları baskılayıp kışkırtıp tahrik edip   din düşmanı oldunuz diyemezsiniz,1
kanka engel atıyor ejusieiwie,1
fanca dans edecekseniz enstrümantal hali  edin beni  mutlu eden  eğlendiren  şey ,1
kadınlar anlaşılmak    kadını yaşayın azizim yaşanacak  kadını bulduysanız anlamak  vakit kaybetmeyin,1
düşündüğün kişinin  an mesaj atması telepatik anlaşmak  olsa  net,1
yer verirsin  desene böylelerine,1
yorgunluk dan yere yıkılsan   seferin desene dik  şekilde kalkıp dua ede ede ilerleyip gerideyken   etmeyip g,1
kudurun,0
sonuna  hakettik,1
küçük götlü liseli kızlar  sohbet edelim  cevap sextin sanal seks ifşa itiraf ensest porno  ,0
anlayamıyorum ,1
mevcut düzen dahilinde aşk  yaşanırmış gösterelim  seninle herkese,1
 vereyim  gözlüğümü  fotodan  lensten vazgeçtim mdmfldmfmdmf,1
 sikeceğim okulda nie  bana aşık olmuyor okulda ,0
özgür minik  kelebek,1
herkese  youtube  kendimce   film yaptım amacım   olsa türk film dizi sektörünü canlandırmak  filmimi yönetmenler senaristler görse türkiyeden desene kaliteli işlerin çıkacağının farkına varsalar film  çovid,1
altyazısı gelsin  izlerim,1
allah kahretsin,0
burası dünya burası   ,1
aynı şehirde yaşıyoruz   oluyor,1
 mahlukatları deşifre etsen  etmesen  yüzüne tükürsen `` yarabbi şükür zihniyetine sahip acizde acınası mahlukattan   ,0
 saç özgüvendir   mecburiyetti jshshshs yakışmış ,1
 görmez  sormaz  haldeyiz,1
bırakma beni  olur,1
 kişi milletvekili olsun   pazar günü  üşenmeden evinden kalkıp  kullanmaya giden zat bize  akıl,1
 tahliye edilmiyor ilaçlarla  kalan tutuklu kalp hastası adem erdoğdu  önümüzdeki  kalp pili takıl,1
sonuna  hakettin,1
dünya mali  kalır faysbukta paylaşayım bunu  fav,1
  imzayla keferelerin hepsini aynı ahıra doldurup domuz  böğürten adama erdoğan denir,0
ormanların kralı  miyav,1
kendisi kendime konuşurken  şarkı geliyor   an ihtiyacım olan  kelime söylüyor    ahenkle  kayboluyor düşünüyorum düşünüyorum  sözü hatırlayabiliyorum  şarkıyı,1
 içimde tutup bana dert olacağına söyleyeyim desene  bana dert olsun,1
size  içimde  verdiğim değer  hatır var,1
içinin avaz avaz yanarken    şey olmamış davranmak sabır denilen şey,1
şaka mısın  ,1
mutlu geceler ablacığım,1
sizce galatasaray musleranın tokluğunda  kaleciye yönelmeli  yayınlar,1
  muhalefet müze olsun,1
 gün  şey   olacak,1
amına köyüm  işin psikolojimi bozdunuz çomar sürüsü,0
alın  şey sizin olsun amk doyumsuzları,0
chp li muharrem ince nin acı günü,1
yarım saat  fingirdeğime uyanmaya çalışıyorum   fotoyu atmışım  hatırlamıyorum   sevgilim olmuyor aq,0
  itiraf yazsın itiraf nin dediği  şeye gülüyordum  komikti itiraf bitti,1
barınaklarda yollarda neler gördüm nelere şahit oldum genel annelik yaparken  hayatlar dinledim herşeye inanırım insan denilen mahlukat  olan herşeye zarar inanın,1
 iktidara gelirsek ayasofya yi  müze yapacağız diyen  türk nerenin sözcüsü,0
gülmemem gerekiyor gülmemem gerekiyor   sözler  istemsizce gülüyorum,1
mervenin canını  kıskandım   olmuş,1
flört flört kafa kaldırmıyor    arayış saf  şüphe getirmeyen sevgidir,1
    hala  yasin  yaşadıkların öğretir  hayatı,1
  anda tartışmıyorum hak veriyorum  diyorum  okumaya hevesli  insan var  şekilde kısıtlamalar  yöntemlerle seviye farkını belli edecek şekilde  bunu  kabullenerek okunulabilse  öğrenmek devrimizin değeri,1
 benim  olduğum yersin  hayaller olur  insan  anlatıp duruyorum insanlara,1
  kokusu özlenilirmiş  sevdiğimi  kalbim biliyor   dilsiz,1
dinlememiştir,1
 mısın  ,0
olarak verimliliğin artırılması maliyetlerin düşürülmesi  milli tarım teknolojilerinin kullanılması amacıyla,1
 anlatıp duruyorum insanlara  nefret ede ede sevdiniz  günün tavsiyesi sevmekten vazgeçmeyin    canımı yakanın canı yansın,1
git varsın  eller mutlu etsin konu unutamamak  unutmak zorunda bırakılmak kendine  bak demişti bakmadım bakamadım,1
marifet sarılmakta  sarılıp bırakmamakta  özlenecek   şeysin  canının içi  şeyindim,1
 zamanlar gülüşüyle huzur doldurduğun insanı gün geliyor unutturmak  oynamadığın oyunu bırakmıyorsun hayat  ,1
  yanımda olsan onun ses tonu dinlediğim   s ırak  benim  olduğum yersin git varsın  eller mutlu etsin,1
 desene kankamı seviyorum,1
kaybetmekten korktuğum  varsa kaybettim   senden çalan insanlara bağlanma,1
marifet sarılmakta  sarılıp bırakmamakta ilahi adalette zaman aşımı yoktur zorsa sev  sevmiyorsa zorlama,1
falsolu  ekleri  yaz  ilkokul ortaokul tartışması yapabiliriz ufku geniş insan,1
şeytan tahtını insana kaptırdı,1
yasin  yaşadıkların öğretir  hayatı  beklenti sonsuz mutluluk,1
   yanım aşık   yanına hayat yaşadığın   sevdiğin  özel,1
 tweete dayanarak kendimi taş  karı ilan ediyorum,1
ayağa  ,1
açıklarken  zorlandım  düşünün  kafa beni   yoruyor,1
karnıma ağrılar giriyor,1
 gün  vakit namaz kılmayan  cuma namazlarını  kaçırmayanlar  büyük  ayasofya  azından  seferlik,1
aşk yaşıyoruz,1
sizin acizliğinizin  et parçası peşinde koşan zihniyetinizin allah belasını versin,0
khk ohal mağduru katılımcılar ohal mağduriyetleri öncesine  ortalama  tl gelirlerinin ini kaybetmiş,1
 linci aştık  yenisini getir,1
 tweet desene  etkileşim almış tavlayanlara bakmayan pişman olur,1
fenerbahçe beko alman  forvet danilo barthes  anlaştığını açıkladı,1
ligde  golü attığımız maçı  kazandık  golü atan olursak sandığımızdan     maç olabilir,1
beni sahilde parklarda oturmaya  alıştırdın  helal  koçum,1
mide beyinden akıllıdır  mide kusmayı bilir beyin  pisliği yutar diyor cengiz aytmatov beynin   özelliği,1
 sabrettiğime benim  şaşırdığım mevzular var,1
 amk,0
   anana havlarım   şikerkenki zevkten,0
amına kodumun adamı  bunu izledim attım fikir üreticisi sensin  sikik,0
fakirsen  tatile gidiyorsun amin evladı,0
küfretme öç,0
bakın size onursuz şeytanın yeryüzü şubesini tanıtayım,0
küfretme kafir,0
naber  yavşaklar,0
katıksız orospu çoçuklarısınız,0
ayasofya türkiye sınırları içindedir  ibadete açılması kararı türkiyenin egemenlik hakkıdır buna rusya abd yunanistan    ülke kuruluş karar veremez,1
danıştayın ayasofya  ilgili verdiği kararın ülkemize milletimize  islam alemine hayırlı olmasını temenni ediyorum,1
mısır  müslümansan piramitleri ibadete açarsın,1
 adamcağıza  içirdiniz  istikametini kaybetti,1
 atatürkün imzaladığı kararnameyi iptal edenlere  atatürkün imzaladığı   kararları kararnameleri iptal etmeyi düşünüyorsunuz  sormak lazım atatürkün kurduğu laik cumhuriyeti dönüştürmek isteyen  siyasete yol veren  karardır ,1
  pilav söylediğim mekan aradı geçen gün abla nasılsın taşındın  öldün  diyor    şey  kardeşim,1
ekim tarihli cumhuriyetin ilanına  kararın iptali    başvuracak  mahkemelerin kararına saygımız var   diyecek bakalım,1
yıl  gün işgal altında kalan istanbul   ayasofyayı “ geldikleri  giderler ” diyen  geldikleri  gitmeye mecbur bırakan işgalden kurtaran milli mücadelemizin başkomutanı mustafa kemal atatürke dua etmek işe boynunuzun borcudur,1
müslüman olsam   din  yapılmış  binanın   dine  eserlerin tepemde durduğu  yerde ibadet etmeye utanırdım amaç  ibadetse desene  metre  kendisi dinime   yer varken   bulunulmazdım,1
 yorum ayasofyanın işlevi  ibadethane ihtiyacından doğmadı orası dini  politik  sembolbir fetih alameti batıhristiyan dünyasının “ seçilmiş travması ” bizim işe  “ seçilmiş zafer ” odağımızgeleceği geçmişe gömmek  oluyor  geçmiş  unutmuyor,1
erdoğan ayasofyayı açmanın  götürüsü var ayasofyanın açılmasını isteyenler yurt dışındaki camilerimizin başına  gelir  düşünüyor    siyasi lider olarak  oyuna gelecek  istikametimi kaybetmedim,1
  korona vakası  dünya rekoru  abd korona testi pozitif çıktı   yaz gelince bitecek diyenler olmuştu bitmediği       olmamalıydı insanlığın  kısmı  durumun ciddiyetini  türlü kavrayamadı,1
izmirde tramvayda yaşında çocuğun gizlice fotoğraflarını çeken  şahıs eski karşıyaka  ceza mahkemesi başkanı mümtaz erdoğan  an aktif avukatlık yapıyormuş,1
oğlanla uçakta gelirken  karara kıkır yaptık arada kavga ettik   barıştık arka tarafta oturan   dedi  “ aranız    dayısı misiniz ”,1
tarihin uygulanması   yasağı,1
berber kuaför güzellik salonlarında müşteri  çalışanlar konuşmayacak,1
geçen sene  ziyaretçi  türkiyenin   ziyaret edilen  gelir getiren müzesini giriş ücreti  pahalı  müzeden  kaybederken normal  kültür bakanlığı  yaş tutar,1
efes antik kent millet bahçesi olsun,1
kadınlara  hanım diyerek değer verilmez camiiler allahın evidir erkeğin eviymiş  davranmayı bırakın camiinin  başlık  kullanılmayan yerini kadınlara tahsis etmek kadınların değerini azaltmaz  uygulamayı yapanın değersizliğinizi gösterir,1
camileri gezmeye gittiğimde erkeklerin tavırlarından   rahatsız ölüyorum vakit dışında bomboş  camiye adımınızı attığınız anda  çıktığı meçhul  size kadınlara ibadet  ayrılmış bölümü  kaba  biçimde gösteriyor,1
fakir değilsin içerik üretenin ismini kesip paylaşan  yolla kazanç sağlayan parazit  hırsızsın,0
 sevdiğim birine kızmışımdır,1
ayasofya herhangi  dinin    sınıfın sembolüdür krallar sultanlar tapınağıdır  vasfi  zaman değişmedi  kez halk isyanı sonucu yıkıldı temelinde kölelerin alınteri kanı  gözyaşı vardır peygamberler gelse  girmezdi,1
babası saçlarını toparlamış,1
 insanların dini duygularından vuruyorsunuz yazıklar olsun,0
siyasal islamın çizdiği sahada oynayan sosyal demokratların hallerini izlemek zorunda kalmak bulantı veriyor,1
yaz mevsiminin güzelliklerinden  desene  unuttuğumuz domates in gerçek tadını  hatırlamak,1
yaptığım yatay geçiş  kredim iptal edildi  desene sene  nakil yapmamız gerektiği bildirinilmediği haldehiçbir uyarı gelmeden sonlandırıldımaillere dönüş sağlanmaditelefonlar çıkmıyor devlette nakil yapamıyoruz ,1
 temmuz istanbulda hasat bayramımızı yapıyoruz istanbulda tarımı seven yurttaşlarımızı düşünen  destekleyen  anlayış yönetimde tarım  gıda alanında türkiyeye örnek olacak çalışmalarımızı yürütüyoruz yürek yüreğe   ,1
sultan beyazıt  yerde    cami varsa    riya vardır dermiş din tüccarlığının  işe yaradığını bilen  devlet adamının sözüdür   yabana atılmamalıdır,1
 olsa ekonominin cenaze namazını kılmak  cami gerekecek,1
ablam bütün akrabaları çatlatmaya yemin etmiş,1
şef  pizza  yapılır  tüyolar veriyor,1
gez  kimseye söyleme gerçek  aşk hikayesi yasa kimseye söyleme mutlu ol kimseye söyleme insanlar  şeyleri mahveder,1
  uygulama fikri aklıma  gelmedi  ,1
ayasofya  camiye çevrildiğinde mozaiklerin üstü sıva  kapatılmış müzeye dönüştürülünce  titiz  çalışmayla sıva sökülmüş ortaya çıkartılmışevet mozaiklerin görünmez ölmüşlüğü vardır,1
